section,profile,family,m,q,n,metric,value,unit,notes
storage,audited_prime_m80,audited_prime,80,6421,2024,one_party_transcript_vectors:optimized_storage_bytes,24288,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,M:math_ideal_bytes,11192722,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,M:numpy_int64_bytes,51166728,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,M:optimized_storage_bytes,12791682,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,master_secret_d:math_ideal_bytes,4426,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,master_secret_d:numpy_int64_bytes,20232,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,master_secret_d:optimized_storage_bytes,5058,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,master_public_P:math_ideal_bytes,4426,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,master_public_P:numpy_int64_bytes,20232,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,master_public_P:optimized_storage_bytes,5058,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,user_private_key_d_i0_d_i1:math_ideal_bytes,8852,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,user_private_key_d_i0_d_i1:numpy_int64_bytes,40464,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,user_private_key_d_i0_d_i1:optimized_storage_bytes,10116,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,user_public_key_P_i0_P_i1:math_ideal_bytes,8852,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,user_public_key_P_i0_P_i1:numpy_int64_bytes,40464,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,user_public_key_P_i0_P_i1:optimized_storage_bytes,10116,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,ephemeral_state_x_y_z:math_ideal_bytes,13278,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,ephemeral_state_x_y_z:numpy_int64_bytes,60696,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,ephemeral_state_x_y_z:optimized_storage_bytes,15174,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,one_party_transcript_vectors:math_ideal_bytes,26555,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,one_party_transcript_vectors:numpy_int64_bytes,121392,bytes,
storage,audited_prime_m96,audited_prime,96,9221,2529,one_party_transcript_vectors:optimized_storage_bytes,30348,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,M:math_ideal_bytes,16279375,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,M:numpy_int64_bytes,74420000,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,M:optimized_storage_bytes,18605000,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,master_secret_d:math_ideal_bytes,5338,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,master_secret_d:numpy_int64_bytes,24400,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,master_secret_d:optimized_storage_bytes,6100,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,master_public_P:math_ideal_bytes,5338,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,master_public_P:numpy_int64_bytes,24400,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,master_public_P:optimized_storage_bytes,6100,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,user_private_key_d_i0_d_i1:math_ideal_bytes,10675,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,user_private_key_d_i0_d_i1:numpy_int64_bytes,48800,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,user_private_key_d_i0_d_i1:optimized_storage_bytes,12200,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,user_public_key_P_i0_P_i1:math_ideal_bytes,10675,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,user_public_key_P_i0_P_i1:numpy_int64_bytes,48800,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,user_public_key_P_i0_P_i1:optimized_storage_bytes,12200,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,ephemeral_state_x_y_z:math_ideal_bytes,16013,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,ephemeral_state_x_y_z:numpy_int64_bytes,73200,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,ephemeral_state_x_y_z:optimized_storage_bytes,18300,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,one_party_transcript_vectors:math_ideal_bytes,32025,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,one_party_transcript_vectors:numpy_int64_bytes,146400,bytes,
storage,paper_literal_m112,paper_literal,112,12544,3050,one_party_transcript_vectors:optimized_storage_bytes,36600,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,M:math_ideal_bytes,22478848,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,M:numpy_int64_bytes,102760448,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,M:optimized_storage_bytes,25690112,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,master_secret_d:math_ideal_bytes,6272,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,master_secret_d:numpy_int64_bytes,28672,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,master_secret_d:optimized_storage_bytes,7168,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,master_public_P:math_ideal_bytes,6272,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,master_public_P:numpy_int64_bytes,28672,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,master_public_P:optimized_storage_bytes,7168,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,user_private_key_d_i0_d_i1:math_ideal_bytes,12544,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,user_private_key_d_i0_d_i1:numpy_int64_bytes,57344,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,user_private_key_d_i0_d_i1:optimized_storage_bytes,14336,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,user_public_key_P_i0_P_i1:math_ideal_bytes,12544,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,user_public_key_P_i0_P_i1:numpy_int64_bytes,57344,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,user_public_key_P_i0_P_i1:optimized_storage_bytes,14336,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,ephemeral_state_x_y_z:math_ideal_bytes,18816,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,ephemeral_state_x_y_z:numpy_int64_bytes,86016,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,ephemeral_state_x_y_z:optimized_storage_bytes,21504,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,one_party_transcript_vectors:math_ideal_bytes,37632,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,one_party_transcript_vectors:numpy_int64_bytes,172032,bytes,
storage,paper_literal_m128,paper_literal,128,16384,3584,one_party_transcript_vectors:optimized_storage_bytes,43008,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,M:math_ideal_bytes,41189942,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,M:numpy_int64_bytes,175743752,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,M:optimized_storage_bytes,43935938,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,master_secret_d:math_ideal_bytes,8789,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,master_secret_d:numpy_int64_bytes,37496,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,master_secret_d:optimized_storage_bytes,9374,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,master_public_P:math_ideal_bytes,8789,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,master_public_P:numpy_int64_bytes,37496,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,master_public_P:optimized_storage_bytes,9374,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,user_private_key_d_i0_d_i1:math_ideal_bytes,17577,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,user_private_key_d_i0_d_i1:numpy_int64_bytes,74992,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,user_private_key_d_i0_d_i1:optimized_storage_bytes,18748,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,user_public_key_P_i0_P_i1:math_ideal_bytes,17577,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,user_public_key_P_i0_P_i1:numpy_int64_bytes,74992,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,user_public_key_P_i0_P_i1:optimized_storage_bytes,18748,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,ephemeral_state_x_y_z:math_ideal_bytes,26365,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,ephemeral_state_x_y_z:numpy_int64_bytes,112488,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,ephemeral_state_x_y_z:optimized_storage_bytes,28122,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,one_party_transcript_vectors:math_ideal_bytes,52729,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,one_party_transcript_vectors:numpy_int64_bytes,224976,bytes,
storage,paper_literal_m160,paper_literal,160,25600,4687,one_party_transcript_vectors:optimized_storage_bytes,56244,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,M:math_ideal_bytes,134217728,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,M:numpy_int64_bytes,536870912,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,M:optimized_storage_bytes,134217728,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,master_secret_d:math_ideal_bytes,16384,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,master_secret_d:numpy_int64_bytes,65536,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,master_secret_d:optimized_storage_bytes,16384,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,master_public_P:math_ideal_bytes,16384,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,master_public_P:numpy_int64_bytes,65536,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,master_public_P:optimized_storage_bytes,16384,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,user_private_key_d_i0_d_i1:math_ideal_bytes,32768,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,user_private_key_d_i0_d_i1:numpy_int64_bytes,131072,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,user_private_key_d_i0_d_i1:optimized_storage_bytes,32768,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,user_public_key_P_i0_P_i1:math_ideal_bytes,32768,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,user_public_key_P_i0_P_i1:numpy_int64_bytes,131072,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,user_public_key_P_i0_P_i1:optimized_storage_bytes,32768,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,ephemeral_state_x_y_z:math_ideal_bytes,49152,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,ephemeral_state_x_y_z:numpy_int64_bytes,196608,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,ephemeral_state_x_y_z:optimized_storage_bytes,49152,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,one_party_transcript_vectors:math_ideal_bytes,98304,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,one_party_transcript_vectors:numpy_int64_bytes,393216,bytes,
storage,paper_literal_m256,paper_literal,256,65536,8192,one_party_transcript_vectors:optimized_storage_bytes,98304,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,M:math_ideal_bytes,512000,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,M:numpy_int64_bytes,3276800,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,M:optimized_storage_bytes,819200,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,master_secret_d:math_ideal_bytes,800,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,master_secret_d:numpy_int64_bytes,5120,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,master_secret_d:optimized_storage_bytes,1280,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,master_public_P:math_ideal_bytes,800,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,master_public_P:numpy_int64_bytes,5120,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,master_public_P:optimized_storage_bytes,1280,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,user_private_key_d_i0_d_i1:math_ideal_bytes,1600,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,user_private_key_d_i0_d_i1:numpy_int64_bytes,10240,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,user_private_key_d_i0_d_i1:optimized_storage_bytes,2560,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,user_public_key_P_i0_P_i1:math_ideal_bytes,1600,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,user_public_key_P_i0_P_i1:numpy_int64_bytes,10240,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,user_public_key_P_i0_P_i1:optimized_storage_bytes,2560,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,ephemeral_state_x_y_z:math_ideal_bytes,2400,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,ephemeral_state_x_y_z:numpy_int64_bytes,15360,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,ephemeral_state_x_y_z:optimized_storage_bytes,3840,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,one_party_transcript_vectors:math_ideal_bytes,4800,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,one_party_transcript_vectors:numpy_int64_bytes,30720,bytes,
storage,paper_literal_m32,paper_literal,32,1024,640,one_party_transcript_vectors:optimized_storage_bytes,7680,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,M:math_ideal_bytes,1726994,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,M:numpy_int64_bytes,9210632,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,M:optimized_storage_bytes,2302658,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,master_secret_d:math_ideal_bytes,1610,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,master_secret_d:numpy_int64_bytes,8584,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,master_secret_d:optimized_storage_bytes,2146,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,master_public_P:math_ideal_bytes,1610,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,master_public_P:numpy_int64_bytes,8584,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,master_public_P:optimized_storage_bytes,2146,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,user_private_key_d_i0_d_i1:math_ideal_bytes,3219,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,user_private_key_d_i0_d_i1:numpy_int64_bytes,17168,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,user_private_key_d_i0_d_i1:optimized_storage_bytes,4292,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,user_public_key_P_i0_P_i1:math_ideal_bytes,3219,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,user_public_key_P_i0_P_i1:numpy_int64_bytes,17168,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,user_public_key_P_i0_P_i1:optimized_storage_bytes,4292,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,ephemeral_state_x_y_z:math_ideal_bytes,4829,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,ephemeral_state_x_y_z:numpy_int64_bytes,25752,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,ephemeral_state_x_y_z:optimized_storage_bytes,6438,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,one_party_transcript_vectors:math_ideal_bytes,9657,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,one_party_transcript_vectors:numpy_int64_bytes,51504,bytes,
storage,paper_literal_m48,paper_literal,48,2304,1073,one_party_transcript_vectors:optimized_storage_bytes,12876,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,M:math_ideal_bytes,3538944,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,M:numpy_int64_bytes,18874368,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,M:optimized_storage_bytes,4718592,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,master_secret_d:math_ideal_bytes,2304,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,master_secret_d:numpy_int64_bytes,12288,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,master_secret_d:optimized_storage_bytes,3072,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,master_public_P:math_ideal_bytes,2304,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,master_public_P:numpy_int64_bytes,12288,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,master_public_P:optimized_storage_bytes,3072,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,user_private_key_d_i0_d_i1:math_ideal_bytes,4608,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,user_private_key_d_i0_d_i1:numpy_int64_bytes,24576,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,user_private_key_d_i0_d_i1:optimized_storage_bytes,6144,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,user_public_key_P_i0_P_i1:math_ideal_bytes,4608,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,user_public_key_P_i0_P_i1:numpy_int64_bytes,24576,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,user_public_key_P_i0_P_i1:optimized_storage_bytes,6144,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,ephemeral_state_x_y_z:math_ideal_bytes,6912,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,ephemeral_state_x_y_z:numpy_int64_bytes,36864,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,ephemeral_state_x_y_z:optimized_storage_bytes,9216,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,one_party_transcript_vectors:math_ideal_bytes,13824,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,one_party_transcript_vectors:numpy_int64_bytes,73728,bytes,
storage,paper_literal_m64,paper_literal,64,4096,1536,one_party_transcript_vectors:optimized_storage_bytes,18432,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,M:math_ideal_bytes,6656936,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,M:numpy_int64_bytes,32772608,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,M:optimized_storage_bytes,8193152,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,master_secret_d:math_ideal_bytes,3289,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,master_secret_d:numpy_int64_bytes,16192,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,master_secret_d:optimized_storage_bytes,4048,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,master_public_P:math_ideal_bytes,3289,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,master_public_P:numpy_int64_bytes,16192,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,master_public_P:optimized_storage_bytes,4048,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,user_private_key_d_i0_d_i1:math_ideal_bytes,6578,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,user_private_key_d_i0_d_i1:numpy_int64_bytes,32384,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,user_private_key_d_i0_d_i1:optimized_storage_bytes,8096,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,user_public_key_P_i0_P_i1:math_ideal_bytes,6578,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,user_public_key_P_i0_P_i1:numpy_int64_bytes,32384,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,user_public_key_P_i0_P_i1:optimized_storage_bytes,8096,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,ephemeral_state_x_y_z:math_ideal_bytes,9867,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,ephemeral_state_x_y_z:numpy_int64_bytes,48576,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,ephemeral_state_x_y_z:optimized_storage_bytes,12144,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,one_party_transcript_vectors:math_ideal_bytes,19734,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,one_party_transcript_vectors:numpy_int64_bytes,97152,bytes,
storage,paper_literal_m80,paper_literal,80,6400,2024,one_party_transcript_vectors:optimized_storage_bytes,24288,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,M:math_ideal_bytes,11192722,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,M:numpy_int64_bytes,51166728,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,M:optimized_storage_bytes,12791682,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,master_secret_d:math_ideal_bytes,4426,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,master_secret_d:numpy_int64_bytes,20232,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,master_secret_d:optimized_storage_bytes,5058,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,master_public_P:math_ideal_bytes,4426,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,master_public_P:numpy_int64_bytes,20232,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,master_public_P:optimized_storage_bytes,5058,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,user_private_key_d_i0_d_i1:math_ideal_bytes,8852,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,user_private_key_d_i0_d_i1:numpy_int64_bytes,40464,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,user_private_key_d_i0_d_i1:optimized_storage_bytes,10116,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,user_public_key_P_i0_P_i1:math_ideal_bytes,8852,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,user_public_key_P_i0_P_i1:numpy_int64_bytes,40464,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,user_public_key_P_i0_P_i1:optimized_storage_bytes,10116,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,ephemeral_state_x_y_z:math_ideal_bytes,13278,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,ephemeral_state_x_y_z:numpy_int64_bytes,60696,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,ephemeral_state_x_y_z:optimized_storage_bytes,15174,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,one_party_transcript_vectors:math_ideal_bytes,26555,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,one_party_transcript_vectors:numpy_int64_bytes,121392,bytes,
storage,paper_literal_m96,paper_literal,96,9216,2529,one_party_transcript_vectors:optimized_storage_bytes,30348,bytes,
storage,toy,toy,8,257,16,M:math_ideal_bytes,288,bytes,
storage,toy,toy,8,257,16,M:numpy_int64_bytes,2048,bytes,
storage,toy,toy,8,257,16,M:optimized_storage_bytes,512,bytes,
storage,toy,toy,8,257,16,master_secret_d:math_ideal_bytes,18,bytes,
storage,toy,toy,8,257,16,master_secret_d:numpy_int64_bytes,128,bytes,
storage,toy,toy,8,257,16,master_secret_d:optimized_storage_bytes,32,bytes,
storage,toy,toy,8,257,16,master_public_P:math_ideal_bytes,18,bytes,
storage,toy,toy,8,257,16,master_public_P:numpy_int64_bytes,128,bytes,
storage,toy,toy,8,257,16,master_public_P:optimized_storage_bytes,32,bytes,
storage,toy,toy,8,257,16,user_private_key_d_i0_d_i1:math_ideal_bytes,36,bytes,
storage,toy,toy,8,257,16,user_private_key_d_i0_d_i1:numpy_int64_bytes,256,bytes,
storage,toy,toy,8,257,16,user_private_key_d_i0_d_i1:optimized_storage_bytes,64,bytes,
storage,toy,toy,8,257,16,user_public_key_P_i0_P_i1:math_ideal_bytes,36,bytes,
storage,toy,toy,8,257,16,user_public_key_P_i0_P_i1:numpy_int64_bytes,256,bytes,
storage,toy,toy,8,257,16,user_public_key_P_i0_P_i1:optimized_storage_bytes,64,bytes,
storage,toy,toy,8,257,16,ephemeral_state_x_y_z:math_ideal_bytes,54,bytes,
storage,toy,toy,8,257,16,ephemeral_state_x_y_z:numpy_int64_bytes,384,bytes,
storage,toy,toy,8,257,16,ephemeral_state_x_y_z:optimized_storage_bytes,96,bytes,
storage,toy,toy,8,257,16,one_party_transcript_vectors:math_ideal_bytes,108,bytes,
storage,toy,toy,8,257,16,one_party_transcript_vectors:numpy_int64_bytes,768,bytes,
storage,toy,toy,8,257,16,one_party_transcript_vectors:optimized_storage_bytes,192,bytes,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:vector_times_matrix,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:matrix_times_vector,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:vector_dot,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:vector_add,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:scalar_times_vector,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:h1,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:h2,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,Setup:h3,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:vector_add,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:h1,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:h2,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,SetSecretValue:h3,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:vector_dot,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:vector_add,2,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:h1,0,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:h2,1,count,
operations,audited_prime_m112,audited_prime,112,12547,3050,initiator_create:h3,0,count,
